SaleDate,SalesID,LineID,CatNum,ProductID,ProductPrice,Quantity,UnitOfMeasure,OnHandQuantity,NumOfSupplier,CustomerID,Country
20150112,ICG_133516,8,PET1,40153,4.8,375,PKT,1485,1,IT23,Indonesia
20150112,ICG_133516,9,PET1,41394,4.6,325,PKT,0,2,IT23,Indonesia
20150112,ICG_133516,10,PET1,41396,4.6,450,PKT,0,2,IT23,Indonesia
20150112,ICG_133516,11,PET1,40159,4.6,250,PKT,250,1,IT23,Indonesia
20150113,ICG_133517,2,M028,42346,11.2,1040,PCS,0,2,IT09,Indonesia
20150113,ICG_133518,2,NN,41486,11.5,41,PCS,0,1,IK06,Indonesia
20150113,ICG_133518,3,AS,41202,280,3,PKT,20,1,IK06,Indonesia
20150113,ICG_133518,4,X01,-1,0,0,PCS,0,,IK06,Indonesia
20150113,ICG_133519,2,M060,46670,32,90,PCS,0,2,IJ01,Indonesia
20150113,ICG_133519,3,PPDR,41015,3.3,80,COIL,0,2,IJ01,Indonesia
20150113,ICG_133519,4,PPDR,30053,3.3,4,COIL,200,2,IJ01,Indonesia
20150113,ICG_133519,5,PPDR,30054,3.3,5,COIL,40,2,IJ01,Indonesia
20150113,ICG_133519,6,BN,10009,22,48,BOX,700,2,IJ01,Indonesia
20150113,ICG_133519,7,WP,40412,25,24,PCS,200,1,IJ01,Indonesia
20150113,ICG_133519,8,WP,45875,25,24,PCS,60,1,IJ01,Indonesia
20150113,ICG_133519,9,SP,45703,33.6,16,PCS,0,1,IJ01,Indonesia
20150113,ICG_133519,10,M028,41909,8,100,PCS,2000,2,IJ01,Indonesia
20150113,ICG_133519,11,M023,45569,7.6,260,PCS,0,2,IJ01,Indonesia
20150114,ICG_133520,2,BN,10006,24,30,BOX,0,2,IP02,Indonesia
20150114,ICG_133520,3,BN,10009,24,18,BOX,700,2,IP02,Indonesia
20150114,ICG_133520,4,BN,10008,24,20,BOX,500,2,IP02,Indonesia
20150114,ICG_133520,5,BN,10009,24,12,BOX,700,2,IP02,Indonesia
20150114,ICG_133520,6,BN,10012,24,5,BOX,200,1,IP02,Indonesia
20150114,ICG_133520,7,PR08,10401,2.5,80,COIL,1000,1,IP02,Indonesia
20150114,ICG_133520,8,X01,-1,0,0,PCS,0,,IP02,Indonesia
20150114,ICG_133521,2,M020P,46655,11.05,50,PCS,0,1,IJ01,Indonesia
20150114,ICG_133521,3,PN,40176,4.9,90,PCS,120,1,IJ01,Indonesia
20150114,ICG_133521,4,PN,40069,4.9,54,PCS,60,1,IJ01,Indonesia
20150114,ICG_133521,5,PPDR,40728,3.3,20,COIL,150,2,IJ01,Indonesia
20150114,ICG_133521,6,PPDR,10458,3.3,14,COIL,75,2,IJ01,Indonesia
20150114,ICG_133521,7,X01,-1,0,0,PCS,0,,IJ01,Indonesia
20150115,ICG_133524,2,BN,10009,22.5,48,BOX,700,2,IT12,Indonesia
20150115,ICG_133524,3,BN,10012,22.5,48,BOX,200,1,IT12,Indonesia
20150115,ICG_133524,4,PN,41302,3.7,100,PCS,500,2,IT12,Indonesia
20150115,ICG_133524,5,PN,41303,3.7,100,PCS,500,2,IT12,Indonesia
20150115,ICG_133524,6,X01,-1,0,0,PCS,0,,IT12,Indonesia
20150115,ICG_133525,2,BSK,46082,40.5,2,PCS,0,2,IK11,Indonesia
20150115,ICG_133525,3,FL,44956,2.3,100,PCS,300,1,IK11,Indonesia
20150115,ICG_133525,4,PN,45443,3.7,10,PCS,500,1,IK11,Indonesia
20150115,ICG_133526,2,FL,44886,2.3,25,PCS,500,1,IT18,Indonesia
20150115,ICG_133526,3,FL,44955,2.3,25,PCS,300,1,IT18,Indonesia
20150115,ICG_133526,4,BN,10006,22.5,10,BOX,0,2,IT18,Indonesia
20150115,ICG_133526,5,BN,10008,22.5,10,BOX,500,2,IT18,Indonesia
20150115,ICG_133526,6,BN,10009,22.5,5,BOX,700,2,IT18,Indonesia
20150115,ICG_133527,2,AST,41533,110,2,PKT,100,1,IC04,Indonesia
20150115,ICG_133527,3,AST,41534,110,5,PKT,150,1,IC04,Indonesia
20150115,ICG_133527,4,AAN,46527,2.3,20,CTN,100,1,IC04,Indonesia
20150115,ICG_133527,5,X01,-1,0,0,PCS,0,,IC04,Indonesia
20150115,ICG_133528,2,BN,10009,22.5,61,BOX,700,2,IZ01,Indonesia
20150115,ICG_133528,3,BN,10012,22.5,35,BOX,200,1,IZ01,Indonesia
20150115,ICG_133528,4,PPDR,40728,3.4,4,COIL,150,2,IZ01,Indonesia
20150115,ICG_133528,5,PPDR,10471,3.4,1,COIL,5,2,IZ01,Indonesia
20150115,ICG_133528,6,X01,-1,0,0,PCS,0,,IZ01,Indonesia
20150115,ICG_133529,2,PET1,41392,4.8,100,PKT,0,2,IL09,Indonesia
20150115,ICG_133529,3,P6,45533,4.8,16,PCS,0,1,IL09,Indonesia
20150115,ICG_133529,4,M028,43285,10,200,PCS,1000,2,IL09,Indonesia
20150115,ICG_133529,5,NEE,43517,0.28,200,PCS,0,1,IL09,Indonesia
20150115,ICG_133529,6,NEE,43518,0.28,200,PCS,0,1,IL09,Indonesia
20150115,ICG_133529,7,MH,30361,36,5,MIL,0,3,IL09,Indonesia
20150115,ICG_133529,8,MH,30362,24.8,5,MIL,0,4,IL09,Indonesia
20150115,ICG_133529,9,MH,30363,21,5,MIL,0,4,IL09,Indonesia
20150115,ICG_133529,10,MH,10126,4.1,500,MIL,0,2,IL09,Indonesia
20150115,ICG_133529,11,X01,-1,0,0,PCS,0,,IL09,Indonesia
20150116,ICG_133530,2,SPL2,43937,4.8,240,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,3,SPL2,43936,4.8,240,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,4,SPL2,43938,4.8,240,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,5,SPL3,45150,4.8,420,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,6,SPL3,45128,4.8,240,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,7,SPL3,45132,4.8,180,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,8,SPL3,45129,4.8,300,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,9,SPL3,45130,4.8,300,SPL,0,2,IT04,Indonesia
20150116,ICG_133530,10,PR01,40343,4,600,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,11,PR01,41332,4,600,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,12,PR01,30329,4,600,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,13,PR01,41485,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,14,PR01.5,45606,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,15,PR01.5,45607,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,16,PR01.5,45610,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,17,PR01.5,45608,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,18,PR01.5,45609,4,400,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,19,PR02,45613,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,20,PR02,45611,3.8,240,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,21,PR02,45612,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,22,PR02,45614,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,23,PR02,45615,3.8,280,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,24,PR02.5,45616,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,25,PR02.5,45617,3.8,240,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,26,PR02.5,45620,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,27,PR02.5,45618,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,28,PR02.5,45619,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,29,PR03,45621,3.8,160,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,30,PR03,45622,3.8,160,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,31,PR03,45624,3.8,134,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,32,PR03,45625,3.8,160,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,33,PR03,45623,3.8,160,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,34,PR03.5,45627,3.8,80,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,35,PR03.5,45629,3.8,320,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,36,PR03.5,45630,3.8,60,COIL,0,1,IT04,Indonesia
20150116,ICG_133530,37,PPDR,40725,4.2,81,COIL,500,2,IT04,Indonesia
20150116,ICG_133530,38,PPDR,41015,3.4,40,COIL,0,2,IT04,Indonesia
20150116,ICG_133530,39,PPDR,30054,3.4,4,COIL,40,2,IT04,Indonesia
20150116,ICG_133530,40,PPDR,30055,3.4,2,COIL,15,2,IT04,Indonesia
20150116,ICG_133530,41,PPDR,30056,3.4,2,COIL,20,2,IT04,Indonesia
20150116,ICG_133530,42,PPDR,30166,3.4,1,COIL,5,2,IT04,Indonesia
20150116,ICG_133530,43,PPDR,30057,3.4,1,COIL,5,2,IT04,Indonesia
20150116,ICG_133530,44,PPDR,10475,3.4,1,COIL,5,2,IT04,Indonesia
20150116,ICG_133530,45,PPDR,30347,3.4,12,COIL,100,2,IT04,Indonesia
20150116,ICG_133530,46,X01,-1,0,0,PCS,0,,IT04,Indonesia
20150117,ICG_133534,2,ML,43513,6.5,10,BALE,80,2,IA07,Indonesia
20150117,ICG_133534,3,MH,10126,4.05,1000,MIL,0,2,IA07,Indonesia
20150117,ICG_133534,4,X01,-1,0,0,PCS,0,,IA07,Indonesia
20150117,ICG_133535,2,ML,42597,220,5,PKT,0,1,IY03,Indonesia
20150117,ICG_133535,3,ML,10128,220,15,PKT,100,1,IY03,Indonesia
20150117,ICG_133535,4,PN,40176,5.5,3,PCS,120,1,IY03,Indonesia
20150117,ICG_133535,5,SPL2,43938,4.8,80,SPL,0,2,IY03,Indonesia
20150117,ICG_133535,6,SPL2.5,45126,4.8,80,SPL,0,2,IY03,Indonesia
20150117,ICG_133535,7,SPL3,45132,4.8,60,SPL,0,2,IY03,Indonesia
20150117,ICG_133535,8,SPL3,45129,4.8,60,SPL,0,2,IY03,Indonesia
20150117,ICG_133535,9,CS,10058,4.6,200,GRS,2,3,IY03,Indonesia
20150117,ICG_133535,10,X01,-1,0,0,PCS,0,,IY03,Indonesia
20150117,ICG_133536,2,NN,46159,11.7,32,PCS,0,1,IG01,Indonesia
20150117,ICG_133536,3,NN,46425,11.7,16,PCS,0,1,IG01,Indonesia
20150117,ICG_133536,4,SPL2.5,43943,4.8,80,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,5,SPL2.5,45127,4.8,80,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,6,SPL2.5,45126,4.8,240,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,7,SPL2.5,45125,4.8,80,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,8,SPL3,45150,4.8,180,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,9,SPL3,45128,4.8,180,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,10,SPL3,45132,4.8,300,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,11,SPL3,45129,4.8,240,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,12,SPL3.5,45154,4.8,120,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,13,SPL3.5,45152,4.8,120,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,14,SPL3.5,45151,4.8,240,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,15,SPL3.5,45153,4.8,120,SPL,0,2,IG01,Indonesia
20150117,ICG_133536,16,PR04,30195,4.8,60,COIL,0,2,IG01,Indonesia
20150117,ICG_133536,17,X01,-1,0,0,PCS,0,,IG01,Indonesia
20150119,ICG_133531,2,SPL3,45150,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,3,SPL3,45128,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,4,SPL3,45129,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,5,SPL3.5,45154,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,6,SPL3.5,45152,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,7,SPL3.5,45151,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,8,SPL3.5,45153,4.8,60,SPL,0,2,IT26,Not Available
20150119,ICG_133531,9,SPL2,43937,4.8,80,SPL,0,2,IT26,Not Available
20150119,ICG_133531,10,SPL2,43936,4.8,80,SPL,0,2,IT26,Not Available
20150119,ICG_133531,11,SPL2.5,43943,4.8,80,SPL,0,2,IT26,Not Available
20150119,ICG_133531,12,SPL2.5,45127,4.8,80,SPL,0,2,IT26,Not Available
20150119,ICG_133531,13,FL,44523,2.3,100,PCS,500,1,IT26,Not Available
20150119,ICG_133531,14,P6,45534,4.8,6,PCS,0,2,IT26,Not Available
20150119,ICG_133531,15,MH,30362,24.8,2,MIL,0,4,IT26,Not Available
20150119,ICG_133531,16,MH,30361,36,2,MIL,0,3,IT26,Not Available
20150119,ICG_133531,17,MH,30360,51,5,MIL,0,4,IT26,Not Available
20150119,ICG_133531,18,MH,30363,21,3,MIL,0,4,IT26,Not Available
20150119,ICG_133531,19,MH,40174,15,5,MIL,0,4,IT26,Not Available
20150119,ICG_133531,20,MH,40174,0,0.5,MIL,0,4,IT26,Not Available
20150119,ICG_133531,21,NMCN,40912,37.5,5,PCS,0,2,IT26,Not Available
20150119,ICG_133531,22,MH,40459,9.3,10,MIL,0,3,IT26,Not Available
20150119,ICG_133531,23,MH,40459,0,1,MIL,0,3,IT26,Not Available
20150119,ICG_133531,24,MH,40520,9.3,10,MIL,0,3,IT26,Not Available
20150119,ICG_133531,25,MH,40520,0,1,MIL,0,3,IT26,Not Available
20150119,ICG_133531,26,MH,40571,9.3,5,MIL,0,3,IT26,Not Available
20150119,ICG_133531,27,MH,40571,0,0.5,MIL,0,3,IT26,Not Available
20150119,ICG_133531,28,PPMR,40052,4.6,2,COIL,0,2,IT26,Not Available
20150119,ICG_133531,29,PPMR,44017,4.6,1,COIL,0,2,IT26,Not Available
20150119,ICG_133531,30,PN,46328,5.6,48,PCS,0,1,IT26,Not Available
20150119,ICG_133531,31,PN,40176,5.6,30,PCS,120,1,IT26,Not Available
20150119,ICG_133533,2,WRC,30382,1170,1,COIL,0,1,IZ01,Indonesia
20150119,ICG_133537,2,SPL2.5,43943,4.8,160,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,3,SPL2.5,45127,4.8,160,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,4,SPL2.5,45126,4.8,160,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,5,SPL2.5,45125,4.8,160,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,6,SPL2.5,43940,4.8,160,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,7,SPL3,45150,4.8,180,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,8,SPL3,45128,4.8,120,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,9,SPL3,45132,4.8,180,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,10,SPL3,45130,4.8,120,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,11,SPL3,45129,4.8,300,SPL,0,2,IT08,Indonesia
20150119,ICG_133537,12,X01,-1,0,0,PCS,0,,IT08,Indonesia
20150119,ICG_133538,2,SPL3,45150,4.8,120,SPL,0,2,IL09,Indonesia
20150119,ICG_133538,3,SPL3,45128,4.8,120,SPL,0,2,IL09,Indonesia
20150119,ICG_133538,4,SPL3,45132,4.8,120,SPL,0,2,IL09,Indonesia
20150119,ICG_133538,5,SPL3,45129,4.8,180,SPL,0,2,IL09,Indonesia
20150119,ICG_133538,6,SPL3,45130,4.8,180,SPL,0,2,IL09,Indonesia
20150119,ICG_133538,7,X01,-1,0,0,PCS,0,,IL09,Indonesia
20150119,ICG_133539,2,SPL2.5,43943,4.7,1200,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,3,SPL2.5,45127,4.7,1200,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,4,SPL3,45150,4.7,900,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,5,SPL3,45128,4.7,600,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,6,SPL3,45132,4.7,600,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,7,SPL3,45129,4.7,600,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,8,SPL3,45130,4.7,300,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,9,SPL3.5,45154,4.7,360,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,10,SPL3.5,45152,4.7,360,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,11,SPL3.5,45151,4.7,360,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,12,SPL3.5,45153,4.7,600,SPL,0,2,IJ01,Indonesia
20150119,ICG_133539,13,X01,-1,0,0,PCS,0,,IJ01,Indonesia
20150120,ICG_133532,2,MH,10126,10.5,3000,MIL,0,2,MS10,Malaysia
20150120,ICG_133532,3,M025,43580,13.71,150,PCS,0,2,MS10,Malaysia
20150120,ICG_133532,4,M025,43581,12.19,250,PCS,0,2,MS10,Malaysia
20150120,ICG_133540,2,M020P,42621,9.79,44,PCS,0,1,IT19,Indonesia
20150120,ICG_133540,3,M033,43808,11,98,PCS,0,1,IT19,Indonesia
20150120,ICG_133540,4,X01,-1,0,0,PCS,0,,IT19,Indonesia
20150120,ICG_133541,2,PR05,10379,2.5,40,COIL,2000,1,IS05,Indonesia
20150120,ICG_133541,3,MLS,45852,1.2,192,SPL,0,1,IS05,Indonesia
20150120,ICG_133541,4,WP,40412,27,24,PCS,200,1,IS05,Indonesia
20150120,ICG_133541,5,X01,-1,0,0,PCS,0,,IS05,Indonesia
20150120,ICG_133542,2,M429,43192,37.5,165,PCS,0,1,IL12,Not Available
20150120,ICG_133542,3,M028,41909,8.7,250,PCS,2000,2,IL12,Not Available
20150120,ICG_133542,4,NEE,43517,0.28,500,PCS,0,1,IL12,Not Available
20150120,ICG_133542,5,NEE,43518,0.28,500,PCS,0,1,IL12,Not Available
20150120,ICG_133542,6,PPMR,40051,4.6,2,COIL,0,2,IL12,Not Available
20150120,ICG_133542,7,SPL3,45150,4.8,60,SPL,0,2,IL12,Not Available
20150120,ICG_133542,8,SPL3,45128,4.8,60,SPL,0,2,IL12,Not Available
20150120,ICG_133542,9,SPL3,45132,4.8,120,SPL,0,2,IL12,Not Available
20150120,ICG_133542,10,SPL3,45129,4.8,120,SPL,0,2,IL12,Not Available
20150120,ICG_133542,11,X01,-1,0,0,PCS,0,,IL12,Not Available
20150120,ICG_133543,2,SPL3,45150,4.8,120,SPL,0,2,IT23,Indonesia
20150120,ICG_133543,3,SPL3,45128,4.8,120,SPL,0,2,IT23,Indonesia
20150120,ICG_133543,4,SPL3,45132,4.8,120,SPL,0,2,IT23,Indonesia
20150120,ICG_133543,5,SPL3,45129,4.8,120,SPL,0,2,IT23,Indonesia
20150120,ICG_133543,6,SPL3,45130,4.8,120,SPL,0,2,IT23,Indonesia
20150120,ICG_133543,7,PN,45846,4.8,96,PCS,0,1,IT23,Indonesia
20150120,ICG_133543,8,PN,40176,5,48,PCS,120,1,IT23,Indonesia
20150120,ICG_133543,9,PN,41591,4.8,100,PCS,0,1,IT23,Indonesia
20150120,ICG_133543,10,PN,41591,4.8,50,PCS,0,1,IT23,Indonesia
20150120,ICG_133543,11,PN,41302,3.5,500,PCS,500,2,IT23,Indonesia
20150120,ICG_133543,12,PN,41303,3.5,500,PCS,500,2,IT23,Indonesia
20150120,ICG_133543,13,PN,41304,3.5,500,PCS,500,2,IT23,Indonesia
20150120,ICG_133543,14,M033,10116,16.9,42,PCS,0,2,IT23,Indonesia
20150120,ICG_133543,15,PN,40654,3.05,500,PCS,0,,IT23,Indonesia
20150120,ICG_133543,16,PN,41545,3.05,500,PCS,0,,IT23,Indonesia
20150120,ICG_133543,17,PN,40795,3.05,500,PCS,0,,IT23,Indonesia
20150120,ICG_133543,18,PN,40423,3.05,500,PCS,0,,IT23,Indonesia
20150120,ICG_133543,19,PN,41249,3.05,500,PCS,0,,IT23,Indonesia
20150120,ICG_133543,20,BSK,46083,31,20,PCS,0,1,IT23,Indonesia
20150120,ICG_133543,21,BSK,46082,40.5,50,PCS,0,2,IT23,Indonesia
20150120,ICG_133543,22,BSK,46081,34,30,PCS,0,2,IT23,Indonesia
20150120,ICG_133543,23,X01,-1,0,0,PCS,0,,IT23,Indonesia
20150120,ICG_133544,2,TN,40476,29,5,PCS,0,1,SH14,Not Available
20150121,ICG_133545,2,AST,41535,110,5,PKT,150,1,IC04,Indonesia
20150121,ICG_133545,3,PR16,40246,2.5,2,COIL,50,1,IC04,Indonesia
20150121,ICG_133545,4,X01,-1,0,0,PCS,0,,IC04,Indonesia
20150121,ICG_133546,2,PB,46094,7,20,PCS,200,1,IT12,Indonesia
20150121,ICG_133546,3,PR04,30262,2.5,150,COIL,5000,1,IT12,Indonesia
20150121,ICG_133546,4,PR05,10379,2.5,100,COIL,2000,1,IT12,Indonesia
20150121,ICG_133546,5,PR08,10401,2.5,40,COIL,1000,1,IT12,Indonesia
20150121,ICG_133546,6,PR14,30287,2.5,6,COIL,50,1,IT12,Indonesia
20150121,ICG_133546,7,PPMR,40282,4.6,8,COIL,0,2,IT12,Indonesia
20150121,ICG_133546,8,PPMR,30337,4.6,6,COIL,0,2,IT12,Indonesia
20150121,ICG_133546,9,X01,-1,0,0,PCS,0,,IT12,Indonesia
20150121,ICG_133547,2,CL,40102,110,1,PKT,0,1,SM01,Singapore
20150121,ICG_133548,2,PN,40069,5.6,10,PCS,60,1,IT26,Not Available
20150121,ICG_133548,3,FL,44953,2.3,100,PCS,500,1,IT26,Not Available
20150121,ICG_133550,2,SPL3,45150,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,3,SPL3,45132,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,4,SPL3,45129,4.7,900,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,5,SPL3,45130,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,6,SPL3.5,45154,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,7,SPL3.5,45152,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,8,SPL3.5,45151,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,9,SPL3.5,45153,4.7,300,SPL,0,2,IJ01,Indonesia
20150121,ICG_133550,10,M020P,46016,11.05,50,PCS,0,1,IJ01,Indonesia
20150122,ICG_133549,2,PN,40069,5.6,30,PCS,60,1,IT24,Not Available
20150122,ICG_133549,3,SPL2.5,45127,4.8,80,SPL,0,2,IT24,Not Available
20150122,ICG_133549,4,SPL2.5,45126,4.8,80,SPL,0,2,IT24,Not Available
20150122,ICG_133549,5,SPL2.5,45125,4.8,80,SPL,0,2,IT24,Not Available
20150122,ICG_133549,6,SPL3,45150,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,7,SPL3,45128,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,8,SPL3,45132,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,9,SPL3,45129,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,10,SPL3,45130,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,11,SPL3.5,45154,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,12,SPL3.5,45152,4.8,60,SPL,0,2,IT24,Not Available
20150122,ICG_133549,13,X01,-1,0,0,PCS,0,,IT24,Not Available
20150122,ICG_133551,2,X01,-1,0,0,PCS,0,,MS10,Malaysia
20150122,ICG_133551,3,X01,-1,0,0,PCS,0,,MS10,Malaysia
20150122,ICG_133551,4,PPDR,40724,8.3,3328,COIL,100,2,MS10,Malaysia
20150122,ICG_133551,5,PPDR,40860,8.3,864,COIL,500,1,MS10,Malaysia
20150122,ICG_133551,6,PPDR,40725,8.3,351,COIL,500,2,MS10,Malaysia
20150122,ICG_133551,7,PPDR,40726,8.3,216,COIL,700,2,MS10,Malaysia
20150122,ICG_133551,8,PPDR,40861,8.3,396,COIL,200,2,MS10,Malaysia
20150122,ICG_133551,9,PPDR,40727,8.1,252,COIL,500,2,MS10,Malaysia
20150122,ICG_133551,10,PPDR,41015,8.1,192,COIL,0,2,MS10,Malaysia
20150122,ICG_133551,11,PPDR,40737,8.1,240,COIL,300,2,MS10,Malaysia
20150122,ICG_133552,2,PR20,44591,2.5,2,COIL,55,1,IY03,Indonesia
20150122,ICG_133552,3,PR22,43874,2.5,2,COIL,10,1,IY03,Indonesia
20150122,ICG_133552,4,PPDR,30053,3.4,12,COIL,200,2,IY03,Indonesia
20150122,ICG_133552,5,PPDR,40728,3.4,12,COIL,150,2,IY03,Indonesia
20150122,ICG_133552,6,X01,-1,0,0,PCS,0,,IY03,Indonesia
20150122,ICG_133553,2,PR04,30262,2.5,300,COIL,5000,1,IL09,Indonesia
20150122,ICG_133554,2,PPDR,30053,3.4,8,COIL,200,2,IZ01,Indonesia
20150122,ICG_133554,3,X01,-1,0,0,PCS,0,,IZ01,Indonesia
20150122,ICG_133555,2,PR04,30262,2.5,300,COIL,5000,1,IT08,Indonesia
20150122,ICG_133555,3,PR10,43838,2.5,18,COIL,600,1,IT08,Indonesia
20150122,ICG_133555,4,PPDR,40726,3.4,36,COIL,700,2,IT08,Indonesia
20150122,ICG_133555,5,PPDR,41015,3.4,16,COIL,0,2,IT08,Indonesia
20150122,ICG_133555,6,PPDR,41653,3.4,16,COIL,250,2,IT08,Indonesia
20150122,ICG_133555,7,F,40265,0.06,3600,PCS,0,1,IT08,Indonesia
20150122,ICG_133555,8,M028,43278,9.5,80,PCS,2000,2,IT08,Indonesia
20150122,ICG_133555,9,X01,-1,0,0,PCS,0,,IT08,Indonesia
20150123,ICG_133570,2,NN,45938,11.5,50,PCS,0,1,IK06,Indonesia
20150123,ICG_133570,3,X01,-1,0,0,PCS,0,,IK06,Indonesia
20150124,ICG_133556,2,SP,45466,10.1,180,PCS,1,1,IJ01,Indonesia
20150124,ICG_133556,3,SP,45467,10.1,180,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,4,SP,45468,17.9,30,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,5,SP,45469,18.3,24,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,6,SP,45470,20.3,12,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,7,SP,45471,22.7,60,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,8,SP,45472,47.5,32,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,9,SP,45473,59.5,60,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,10,SP,45702,67.7,6,PCS,0,1,IJ01,Indonesia
20150124,ICG_133556,11,X01,-1,0,0,PCS,0,,IJ01,Indonesia
20150124,ICG_133557,2,PPDR,40737,3.4,40,COIL,300,2,IT04,Indonesia
20150124,ICG_133557,3,PPDR,30053,3.4,20,COIL,200,2,IT04,Indonesia
20150124,ICG_133557,4,PPDR,40728,3.4,20,COIL,150,2,IT04,Indonesia
20150124,ICG_133557,5,PN,40069,5.5,10,PCS,60,1,IT04,Indonesia
20150124,ICG_133557,6,M028,41909,8.5,1008,PCS,2000,2,IT04,Indonesia
20150124,ICG_133557,7,CL,30270,108,20,PKT,0,2,IT04,Indonesia
